Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
2051545,HỒ CHÍ MINH,7.5,7.0,,,9.0,8.5,,,,,,,25.0
2051548,HỒ CHÍ MINH,4.5,7.25,,,6.5,5.1,,,,,,,16.1
2051551,HỒ CHÍ MINH,6.25,5.75,,,7.0,8.5,,,,,,,21.75
2051555,HỒ CHÍ MINH,4.75,6.5,,,5.0,5.35,,,,,,,15.1
2051557,HỒ CHÍ MINH,6.25,5.75,,,7.5,7.25,,,,,,,21.0
2051561,HỒ CHÍ MINH,4.75,6.75,,,2.85,4.6,,,,,,,12.2
2051570,HỒ CHÍ MINH,7.0,7.0,,,6.75,6.35,,,,,,,20.1
2051571,HỒ CHÍ MINH,4.75,7.25,,,5.25,3.85,,,,,,,13.85
2051572,HỒ CHÍ MINH,5.85,6.5,,,6.25,6.25,,,,,,,18.35
2051579,HỒ CHÍ MINH,6.25,7.0,,,5.35,4.35,,,,,,,15.95
2051584,HỒ CHÍ MINH,3.85,6.5,,,2.3,4.1,,,,,,,10.25
2051588,HỒ CHÍ MINH,4.2,6.75,,,7.0,6.0,,,,,,,17.2
2051609,HỒ CHÍ MINH,6.25,7.25,,,8.25,7.5,,,,,,,22.0
2051611,HỒ CHÍ MINH,5.1,7.25,,,3.35,2.6,,,,,,,11.049999999999999
2051614,HỒ CHÍ MINH,4.5,7.75,,,7.25,6.5,,,,,,,18.25
2051618,HỒ CHÍ MINH,7.25,7.0,,,6.75,7.75,,,,,,,21.75
2051619,HỒ CHÍ MINH,6.25,5.5,,,7.5,7.25,,,,,,,21.0
2051620,HỒ CHÍ MINH,3.85,6.0,,,4.35,4.6,,,,,,,12.799999999999999
2051621,HỒ CHÍ MINH,5.5,6.5,,,8.0,6.5,,,,,,,20.0
2051624,HỒ CHÍ MINH,7.35,7.25,,,8.5,8.75,,,,,,,24.6
2051630,HỒ CHÍ MINH,5.5,7.75,,,7.0,5.85,,,,,,,18.35
2051631,HỒ CHÍ MINH,6.25,6.0,,,6.0,7.5,,,,,,,19.75
2051632,HỒ CHÍ MINH,5.5,8.25,,,7.0,6.6,,,,,,,19.1
2051633,HỒ CHÍ MINH,7.25,7.5,,,9.0,7.75,,,,,,,24.0
2051634,HỒ CHÍ MINH,5.5,7.25,,,4.75,6.75,,,,,,,17.0
2051635,HỒ CHÍ MINH,6.75,7.0,,,6.25,6.5,,,,,,,19.5
2051636,HỒ CHÍ MINH,8.5,8.0,,,9.0,6.6,,,,,,,24.1
2051637,HỒ CHÍ MINH,9.0,7.5,,,9.25,8.25,,,,,,,26.5
2051639,HỒ CHÍ MINH,4.35,6.5,,,7.25,6.35,,,,,,,17.95
2051640,HỒ CHÍ MINH,3.25,5.5,,,6.1,5.75,,,,,,,15.1
2051641,HỒ CHÍ MINH,5.0,6.25,,,7.25,6.85,,,,,,,19.1
2051642,HỒ CHÍ MINH,9.0,8.75,,,9.75,9.75,,,,,,,28.5
2051643,HỒ CHÍ MINH,5.25,5.75,,,3.95,4.75,,,,,,,13.95
2051644,HỒ CHÍ MINH,4.85,8.25,,,5.0,6.1,,,,,,,15.95
2051645,HỒ CHÍ MINH,6.0,8.0,,,7.35,6.35,,,,,,,19.7
2051647,HỒ CHÍ MINH,6.75,5.75,,,4.25,7.0,,,,,,,18.0
2051648,HỒ CHÍ MINH,6.5,6.75,,,5.25,6.75,,,,,,,18.5
2051649,HỒ CHÍ MINH,8.0,4.75,,,9.5,9.5,,,,,,,27.0
2051650,HỒ CHÍ MINH,6.5,7.75,,,6.75,7.6,,,,,,,20.85
2051651,HỒ CHÍ MINH,5.75,5.75,,,6.0,6.5,,,,,,,18.25
2051652,HỒ CHÍ MINH,4.75,6.75,,,6.0,8.0,,,,,,,18.75
2051653,HỒ CHÍ MINH,6.5,7.5,,,6.6,6.1,,,,,,,19.2
2051654,HỒ CHÍ MINH,5.6,7.25,,,4.85,7.25,,,,,,,17.7
2051656,HỒ CHÍ MINH,6.75,8.5,,,4.85,7.5,,,,,,,19.1
2051657,HỒ CHÍ MINH,6.75,6.75,,,6.0,5.0,,,,,,,17.75
2051658,HỒ CHÍ MINH,4.6,7.5,,,7.5,6.75,,,,,,,18.85
2051662,HỒ CHÍ MINH,4.1,8.0,,,5.25,5.5,,,,,,,14.85
2051670,HỒ CHÍ MINH,4.75,6.0,,,4.75,7.6,,,,,,,17.1
2051672,HỒ CHÍ MINH,5.5,6.5,,,5.75,4.1,,,,,,,15.35
2051673,HỒ CHÍ MINH,6.75,7.0,,,8.0,7.6,,,,,,,22.35
2051674,HỒ CHÍ MINH,5.25,6.25,,,4.35,6.5,,,,,,,16.1
2051675,HỒ CHÍ MINH,6.25,5.75,,,4.35,6.6,,,,,,,17.2
2051676,HỒ CHÍ MINH,8.0,7.5,,,9.25,8.0,,,,,,,25.25
2051677,HỒ CHÍ MINH,4.6,6.75,,,7.75,5.75,,,,,,,18.1
2051682,HỒ CHÍ MINH,6.75,6.25,,,8.0,7.5,,,,,,,22.25
2051683,HỒ CHÍ MINH,6.75,7.25,,,6.6,4.0,,,,,,,17.35
2051685,HỒ CHÍ MINH,5.0,6.25,,,4.75,7.25,,,,,,,17.0
2051696,HỒ CHÍ MINH,3.85,7.75,,,4.75,4.0,,,,,,,12.6
2051697,HỒ CHÍ MINH,6.5,7.75,,,5.6,6.75,,,,,,,18.85
2051699,HỒ CHÍ MINH,5.75,6.75,,,5.85,5.1,,,,,,,16.7
2051701,HỒ CHÍ MINH,5.75,8.25,,,6.0,5.85,,,,,,,17.6
2051706,HỒ CHÍ MINH,6.5,8.5,,,6.0,6.75,,,,,,,19.25
2051708,HỒ CHÍ MINH,6.5,7.75,,,5.75,7.0,,,,,,,19.25
2051714,HỒ CHÍ MINH,5.35,7.75,,,5.75,5.5,,,,,,,16.6
2051727,HỒ CHÍ MINH,5.85,7.75,,,8.0,5.85,,,,,,,19.7
2052226,HỒ CHÍ MINH,6.25,6.0,,,4.0,4.75,,,,,,,15.0
2052229,HỒ CHÍ MINH,6.75,7.0,,,5.85,6.25,,,,,,,18.85
2052231,HỒ CHÍ MINH,6.75,7.75,,,9.25,5.6,,,,,,,21.6
2052236,HỒ CHÍ MINH,4.35,8.25,,,4.6,4.6,,,,,,,13.549999999999999
2052238,HỒ CHÍ MINH,4.75,8.25,,,7.25,5.1,,,,,,,17.1
2052241,HỒ CHÍ MINH,5.85,8.0,,,5.0,6.0,,,,,,,16.85
2052243,HỒ CHÍ MINH,5.6,8.0,,,7.25,8.5,,,,,,,21.35
2052247,HỒ CHÍ MINH,5.0,7.5,,,5.1,5.5,,,,,,,15.6
2052251,HỒ CHÍ MINH,5.85,7.75,,,7.25,7.0,,,,,,,20.1
2052253,HỒ CHÍ MINH,6.35,6.75,,,5.6,7.75,,,,,,,19.7
2052270,HỒ CHÍ MINH,5.35,7.5,,,6.75,7.25,,,,,,,19.35
2052276,HỒ CHÍ MINH,8.5,8.0,,,9.0,8.5,,,,,,,26.0
2052283,HỒ CHÍ MINH,3.7,8.25,,,4.1,6.25,,,,,,,14.05
2052298,HỒ CHÍ MINH,7.0,7.0,,,7.25,6.5,,,,,,,20.75
2052303,HỒ CHÍ MINH,7.25,6.5,,,7.35,8.75,,,,,,,23.35
2052306,HỒ CHÍ MINH,7.0,7.25,,,7.5,6.25,,,,,,,20.75
2052316,HỒ CHÍ MINH,6.0,6.25,,,6.75,8.25,,,,,,,21.0
2052318,HỒ CHÍ MINH,4.25,7.25,,,5.6,6.1,,,,,,,15.95
2052321,HỒ CHÍ MINH,5.5,7.0,,,5.5,6.6,,,,,,,17.6
2052324,HỒ CHÍ MINH,6.25,7.0,,,5.0,6.75,,,,,,,18.0
2052326,HỒ CHÍ MINH,6.35,7.75,,,5.75,4.6,,,,,,,16.7
2052329,HỒ CHÍ MINH,5.25,7.0,,,7.25,7.1,,,,,,,19.6
2052342,HỒ CHÍ MINH,6.75,7.0,,,7.75,7.25,,,,,,,21.75
2052352,HỒ CHÍ MINH,6.75,7.0,,,7.25,6.45,,,,,,,20.45
2052377,HỒ CHÍ MINH,8.0,8.0,,,8.75,7.5,,,,,,,24.25
2052383,HỒ CHÍ MINH,5.0,6.75,,,4.75,6.25,,,,,,,16.0
2052384,HỒ CHÍ MINH,7.0,7.5,,,6.85,8.0,,,,,,,21.85
2052392,HỒ CHÍ MINH,6.0,7.5,,,8.5,7.35,,,,,,,21.85
2052394,HỒ CHÍ MINH,6.6,7.75,,,5.6,4.85,,,,,,,17.049999999999997
2052401,HỒ CHÍ MINH,6.85,6.5,,,6.75,5.85,,,,,,,19.45
2052415,HỒ CHÍ MINH,6.25,6.5,,,6.75,7.75,,,,,,,20.75
2052422,HỒ CHÍ MINH,6.25,7.25,,,7.75,6.5,,,,,,,20.5
2052425,HỒ CHÍ MINH,5.75,7.0,,,6.25,6.75,,,,,,,18.75
2052428,HỒ CHÍ MINH,4.0,7.0,,,2.7,5.0,,,,,,,11.7
2052429,HỒ CHÍ MINH,5.25,7.0,,,6.5,6.5,,,,,,,18.25
2052442,HỒ CHÍ MINH,6.75,8.0,,,6.35,7.6,,,,,,,20.7
2052456,HỒ CHÍ MINH,9.0,5.75,,,9.0,8.5,,,,,,,26.5
2052482,HỒ CHÍ MINH,3.85,6.0,,,4.25,5.6,,,,,,,13.7
2052483,HỒ CHÍ MINH,7.75,7.5,,,7.25,6.85,,,,,,,21.85
2052485,HỒ CHÍ MINH,6.25,8.5,,,7.25,7.6,,,,,,,21.1
2052486,HỒ CHÍ MINH,6.5,7.5,,,6.75,7.5,,,,,,,20.75
2052495,HỒ CHÍ MINH,5.25,8.0,,,8.5,7.5,,,,,,,21.25
2052496,HỒ CHÍ MINH,4.75,7.5,,,6.0,6.5,,,,,,,17.25
2052497,HỒ CHÍ MINH,8.0,7.0,,,7.0,6.5,,,,,,,21.5
2052499,HỒ CHÍ MINH,7.5,8.25,,,5.45,5.75,,,,,,,18.7
2052500,HỒ CHÍ MINH,4.85,7.25,,,4.1,4.85,,,,,,,13.799999999999999
2052507,HỒ CHÍ MINH,5.85,6.5,,,9.0,6.75,,,,,,,21.6
2052508,HỒ CHÍ MINH,6.0,7.25,,,8.75,7.5,,,,,,,22.25
2052511,HỒ CHÍ MINH,6.0,6.25,,,6.75,6.1,,,,,,,18.85
2052512,HỒ CHÍ MINH,7.5,6.0,,,8.25,5.6,,,,,,,21.35
2052514,HỒ CHÍ MINH,5.75,7.75,,,6.75,6.75,,,,,,,19.25
2052516,HỒ CHÍ MINH,4.75,7.5,,,5.35,6.0,,,,,,,16.1
2052520,HỒ CHÍ MINH,8.5,8.0,,,9.25,8.25,,,,,,,26.0
2052521,HỒ CHÍ MINH,6.5,7.75,,,7.25,6.25,,,,,,,20.0
2052523,HỒ CHÍ MINH,5.5,6.75,,,4.0,3.5,,,,,,,13.0
2052524,HỒ CHÍ MINH,8.0,7.5,,,9.25,8.25,,,,,,,25.5
2052525,HỒ CHÍ MINH,5.75,6.75,,,7.5,7.0,,,,,,,20.25
2052527,HỒ CHÍ MINH,6.25,7.75,,,8.25,6.75,,,,,,,21.25
2052528,HỒ CHÍ MINH,5.1,6.5,,,4.6,5.75,,,,,,,15.45
2052532,HỒ CHÍ MINH,5.75,7.0,,,5.0,6.1,,,,,,,16.85
2052534,HỒ CHÍ MINH,6.25,7.0,,,7.5,7.25,,,,,,,21.0
2052541,HỒ CHÍ MINH,6.0,7.5,,,6.25,8.25,,,,,,,20.5
2052542,HỒ CHÍ MINH,5.0,7.25,,,7.25,6.1,,,,,,,18.35
2052543,HỒ CHÍ MINH,5.75,6.75,,,5.25,6.2,,,,,,,17.2
2052545,HỒ CHÍ MINH,5.5,7.25,,,3.5,5.85,,,,,,,14.85
2052549,HỒ CHÍ MINH,7.0,7.5,,,7.25,6.35,,,,,,,20.6
2052551,HỒ CHÍ MINH,6.0,7.25,,,5.6,4.75,,,,,,,16.35
2052552,HỒ CHÍ MINH,5.0,5.75,,,5.6,6.25,,,,,,,16.85
2052553,HỒ CHÍ MINH,6.75,7.25,,,6.0,6.0,,,,,,,18.75
2052555,HỒ CHÍ MINH,6.25,7.0,,,6.25,5.6,,,,,,,18.1
2052557,HỒ CHÍ MINH,4.85,5.25,,,6.75,5.35,,,,,,,16.95
2052559,HỒ CHÍ MINH,7.0,7.5,,,7.75,7.75,,,,,,,22.5
2052562,HỒ CHÍ MINH,5.0,6.0,,,5.6,5.5,,,,,,,16.1
2052574,HỒ CHÍ MINH,7.25,7.0,,,8.0,6.75,,,,,,,22.0
2052575,HỒ CHÍ MINH,7.25,7.25,,,7.25,8.0,,,,,,,22.5
2052577,HỒ CHÍ MINH,6.0,7.75,,,6.75,4.1,,,,,,,16.85
2052578,HỒ CHÍ MINH,3.75,6.0,,,2.95,3.85,,,,,,,10.55
2052579,HỒ CHÍ MINH,5.35,6.75,,,6.25,7.25,,,,,,,18.85
2052583,HỒ CHÍ MINH,5.75,7.75,,,6.5,5.85,,,,,,,18.1
2054851,HỒ CHÍ MINH,1.8,7.25,,,3.1,4.2,,,,,,,9.100000000000001
2054971,HỒ CHÍ MINH,4.0,6.75,,,4.5,3.5,,,,,,,12.0
2054994,HỒ CHÍ MINH,3.1,7.0,,,6.0,5.25,,,,,,,14.35
2055159,HỒ CHÍ MINH,7.0,6.0,,,7.25,8.25,,,,,,,22.5
2055161,HỒ CHÍ MINH,5.85,7.5,,,5.25,6.25,,,,,,,17.35
2055165,HỒ CHÍ MINH,6.25,6.5,,,9.0,6.6,,,,,,,21.85
2055167,HỒ CHÍ MINH,6.75,7.5,,,6.1,8.25,,,,,,,21.1
2055171,HỒ CHÍ MINH,6.25,7.5,,,4.75,5.0,,,,,,,16.0
2055176,HỒ CHÍ MINH,5.0,7.25,,,3.95,4.95,,,,,,,13.899999999999999
2055179,HỒ CHÍ MINH,6.75,7.0,,,8.75,8.0,,,,,,,23.5
2055182,HỒ CHÍ MINH,8.0,3.75,,,9.25,9.5,,,,,,,26.75
2055211,HỒ CHÍ MINH,4.0,7.25,,,3.05,5.1,,,,,,,12.149999999999999
2055212,HỒ CHÍ MINH,4.6,7.75,,,6.25,4.25,,,,,,,15.1
2055215,HỒ CHÍ MINH,4.6,7.5,,,5.0,4.6,,,,,,,14.2
2055220,HỒ CHÍ MINH,3.75,6.5,,,3.6,6.25,,,,,,,13.6
2055221,HỒ CHÍ MINH,4.0,6.0,,,5.85,7.25,,,,,,,17.1
2055223,HỒ CHÍ MINH,7.25,7.75,,,7.1,6.1,,,,,,,20.45
2055224,HỒ CHÍ MINH,4.2,6.0,,,4.0,5.35,,,,,,,13.549999999999999
2055239,HỒ CHÍ MINH,4.35,7.25,,,4.0,5.6,,,,,,,13.95
2055271,HỒ CHÍ MINH,6.25,7.0,,,9.0,6.6,,,,,,,21.85
2055296,HỒ CHÍ MINH,6.75,8.25,,,7.75,7.0,,,,,,,21.5
2055302,HỒ CHÍ MINH,7.5,5.5,,,5.75,5.75,,,,,,,19.0
2055304,HỒ CHÍ MINH,7.0,7.5,,,8.5,8.0,,,,,,,23.5
2055306,HỒ CHÍ MINH,4.85,7.75,,,5.25,4.25,,,,,,,14.35
2055315,HỒ CHÍ MINH,5.35,7.0,,,6.75,6.75,,,,,,,18.85
2055318,HỒ CHÍ MINH,7.5,7.5,,,7.25,7.25,,,,,,,22.0
2055319,HỒ CHÍ MINH,6.5,7.75,,,7.25,8.0,,,,,,,21.75
2055320,HỒ CHÍ MINH,7.75,5.5,,,6.5,7.75,,,,,,,22.0
2055325,HỒ CHÍ MINH,6.5,6.0,,,7.25,7.25,,,,,,,21.0
2055330,HỒ CHÍ MINH,2.85,7.5,,,2.6,6.0,,,,,,,11.45
2055333,HỒ CHÍ MINH,5.6,6.75,,,9.0,8.0,,,,,,,22.6
2055334,HỒ CHÍ MINH,5.5,7.75,,,5.25,6.1,,,,,,,16.85
2055335,HỒ CHÍ MINH,6.75,8.5,,,6.75,7.5,,,,,,,21.0
2055337,HỒ CHÍ MINH,4.35,7.25,,,4.0,5.0,,,,,,,13.35
2055338,HỒ CHÍ MINH,4.75,7.5,,,4.0,5.25,,,,,,,14.0
2055339,HỒ CHÍ MINH,4.25,6.0,,,2.7,4.2,,,,,,,11.15
2055340,HỒ CHÍ MINH,7.0,8.0,,,6.75,8.0,,,,,,,21.75
2055345,HỒ CHÍ MINH,7.0,7.0,,,7.5,7.25,,,,,,,21.75
2055347,HỒ CHÍ MINH,8.0,7.75,,,8.5,7.6,,,,,,,24.1
2055361,HỒ CHÍ MINH,5.0,8.25,,,7.75,4.95,,,,,,,17.7
2055364,HỒ CHÍ MINH,9.0,7.25,,,9.5,9.25,,,,,,,27.75
2055368,HỒ CHÍ MINH,7.5,7.5,,,8.25,7.75,,,,,,,23.5
2055369,HỒ CHÍ MINH,6.5,7.5,,,6.35,8.0,,,,,,,20.85
2055370,HỒ CHÍ MINH,2.6,5.25,,,4.0,5.25,,,,,,,11.85
2055382,HỒ CHÍ MINH,6.1,7.0,,,8.5,6.25,,,,,,,20.85
2055388,HỒ CHÍ MINH,5.1,6.5,,,6.0,6.5,,,,,,,17.6
2055389,HỒ CHÍ MINH,3.5,7.0,,,4.0,4.6,,,,,,,12.1
2055399,HỒ CHÍ MINH,4.25,5.0,,,4.25,5.5,,,,,,,14.0
2055402,HỒ CHÍ MINH,5.5,5.5,,,4.95,4.35,,,,,,,14.799999999999999
2055406,HỒ CHÍ MINH,5.0,7.5,,,4.75,5.75,,,,,,,15.5
2055407,HỒ CHÍ MINH,5.5,7.5,,,4.75,4.2,,,,,,,14.45
2055409,HỒ CHÍ MINH,7.0,8.75,,,6.75,4.1,,,,,,,17.85
2055411,HỒ CHÍ MINH,5.75,7.0,,,6.0,6.75,,,,,,,18.5
2055417,HỒ CHÍ MINH,6.1,5.0,,,7.75,7.35,,,,,,,21.2
2055418,HỒ CHÍ MINH,5.25,8.0,,,5.35,3.35,,,,,,,13.95
2055419,HỒ CHÍ MINH,8.0,6.0,,,8.0,6.25,,,,,,,22.25
2055425,HỒ CHÍ MINH,5.85,8.5,,,5.75,5.5,,,,,,,17.1
2055432,HỒ CHÍ MINH,5.75,5.75,,,5.35,4.35,,,,,,,15.45
2055455,HỒ CHÍ MINH,4.6,7.25,,,4.25,5.1,,,,,,,13.95
2055456,HỒ CHÍ MINH,4.75,7.25,,,3.1,6.5,,,,,,,14.35
2055457,HỒ CHÍ MINH,5.1,7.25,,,4.2,4.25,,,,,,,13.55
2055464,HỒ CHÍ MINH,5.25,7.25,,,4.85,5.1,,,,,,,15.2
2055469,HỒ CHÍ MINH,3.35,6.75,,,3.6,4.1,,,,,,,11.05
2055492,HỒ CHÍ MINH,8.5,7.0,,,8.5,8.25,,,,,,,25.25
2055501,HỒ CHÍ MINH,7.5,7.5,,,6.0,6.5,,,,,,,20.0
2055502,HỒ CHÍ MINH,3.5,5.25,,,2.6,2.6,,,,,,,8.7
2055509,HỒ CHÍ MINH,6.25,7.25,,,6.5,6.35,,,,,,,19.1
2055515,HỒ CHÍ MINH,6.0,6.25,,,7.75,6.75,,,,,,,20.5
2055518,HỒ CHÍ MINH,5.75,8.75,,,7.75,6.75,,,,,,,20.25
2055519,HỒ CHÍ MINH,4.2,6.5,,,3.75,5.0,,,,,,,12.95
2055520,HỒ CHÍ MINH,9.0,7.0,,,9.75,10.0,,,,,,,28.75
2055526,HỒ CHÍ MINH,5.5,7.0,,,5.0,5.75,,,,,,,16.25
2055534,HỒ CHÍ MINH,4.75,6.5,,,7.25,5.85,,,,,,,17.85
2055536,HỒ CHÍ MINH,3.0,7.0,,,3.2,4.1,,,,,,,10.3
2055538,HỒ CHÍ MINH,7.25,7.75,,,8.75,6.75,,,,,,,22.75
2055540,HỒ CHÍ MINH,7.0,7.0,,,6.5,5.5,,,,,,,19.0
2055542,HỒ CHÍ MINH,5.0,7.0,,,7.5,6.75,,,,,,,19.25
2055543,HỒ CHÍ MINH,4.6,7.25,,,5.5,6.6,,,,,,,16.7
2055546,HỒ CHÍ MINH,4.85,8.0,,,5.5,5.35,,,,,,,15.7
2055550,HỒ CHÍ MINH,8.0,8.0,,,9.0,8.25,,,,,,,25.25
2055552,HỒ CHÍ MINH,8.5,7.25,,,8.25,7.25,,,,,,,24.0
2055556,HỒ CHÍ MINH,7.0,7.5,,,6.75,6.0,,,,,,,19.75
2055561,HỒ CHÍ MINH,6.75,8.0,,,7.75,6.2,,,,,,,20.7
2055569,HỒ CHÍ MINH,5.1,7.0,,,8.25,6.25,,,,,,,19.6
2055577,HỒ CHÍ MINH,7.25,7.75,,,6.0,6.0,,,,,,,19.25
2055578,HỒ CHÍ MINH,4.25,7.0,,,5.75,6.0,,,,,,,16.0
2055581,HỒ CHÍ MINH,6.25,6.75,,,7.5,6.5,,,,,,,20.25
2055587,HỒ CHÍ MINH,5.75,7.75,,,7.0,5.1,,,,,,,17.85
2055612,HỒ CHÍ MINH,4.0,8.0,,,5.75,6.5,,,,,,,16.25
2055615,HỒ CHÍ MINH,7.25,7.25,,,8.5,7.0,,,,,,,22.75
2055626,HỒ CHÍ MINH,5.45,6.75,,,6.0,8.0,,,,,,,19.45
2055629,HỒ CHÍ MINH,8.25,7.5,,,8.0,9.0,,,,,,,25.25
2055632,HỒ CHÍ MINH,7.0,6.5,,,7.75,6.1,,,,,,,20.85
2055633,HỒ CHÍ MINH,6.0,6.5,,,5.25,6.75,,,,,,,18.0
2055652,HỒ CHÍ MINH,5.5,6.25,,,3.35,3.1,,,,,,,11.95
2055659,HỒ CHÍ MINH,6.25,6.75,,,9.5,7.0,,,,,,,22.75
2055662,HỒ CHÍ MINH,9.0,6.75,,,9.25,8.5,,,,,,,26.75
2055663,HỒ CHÍ MINH,6.25,7.5,,,8.25,7.25,,,,,,,21.75
2055666,HỒ CHÍ MINH,4.5,7.0,,,5.5,5.35,,,,,,,15.35
2055668,HỒ CHÍ MINH,6.0,7.25,,,5.75,6.75,,,,,,,18.5
2055670,HỒ CHÍ MINH,6.75,7.5,,,8.5,8.0,,,,,,,23.25
2055688,HỒ CHÍ MINH,6.1,6.75,,,9.5,7.5,,,,,,,23.1
2055691,HỒ CHÍ MINH,9.5,8.0,,,9.75,9.0,,,,,,,28.25
2055695,HỒ CHÍ MINH,4.75,7.75,,,3.25,5.25,,,,,,,13.25
2055703,HỒ CHÍ MINH,7.0,8.0,,,8.5,7.1,,,,,,,22.6
2055709,HỒ CHÍ MINH,5.25,7.0,,,4.6,6.0,,,,,,,15.85
2055716,HỒ CHÍ MINH,6.0,7.25,,,7.75,6.5,,,,,,,20.25
2055721,HỒ CHÍ MINH,4.1,7.0,,,5.35,6.25,,,,,,,15.7
2055724,HỒ CHÍ MINH,6.25,7.5,,,4.85,5.75,,,,,,,16.85
2055725,HỒ CHÍ MINH,6.0,7.75,,,8.25,9.5,,,,,,,23.75
2055729,HỒ CHÍ MINH,6.25,7.5,,,6.5,7.35,,,,,,,20.1
2055769,HỒ CHÍ MINH,4.85,7.75,,,4.85,5.7,,,,,,,15.399999999999999
2055773,HỒ CHÍ MINH,8.25,8.25,,,8.5,9.25,,,,,,,26.0
2055775,HỒ CHÍ MINH,7.0,7.5,,,7.75,8.0,,,,,,,22.75
2055780,HỒ CHÍ MINH,5.6,7.25,,,7.5,8.1,,,,,,,21.2
2055781,HỒ CHÍ MINH,7.5,7.5,,,8.5,7.75,,,,,,,23.75
2055783,HỒ CHÍ MINH,3.85,8.0,,,3.2,4.0,,,,,,,11.05
2055786,HỒ CHÍ MINH,6.25,6.5,,,6.5,7.5,,,,,,,20.25
2055791,HỒ CHÍ MINH,7.1,6.25,,,7.5,7.25,,,,,,,21.85
2057355,HỒ CHÍ MINH,3.25,6.5,,,4.25,6.35,,,,,,,13.85
2057366,HỒ CHÍ MINH,3.6,8.0,,,4.0,2.85,,,,,,,10.45
2057382,HỒ CHÍ MINH,3.85,6.5,,,3.25,4.6,,,,,,,11.7
2057391,HỒ CHÍ MINH,3.75,6.25,,,2.6,5.1,,,,,,,11.45
2057398,HỒ CHÍ MINH,4.35,7.0,,,3.0,5.7,,,,,,,13.05
2057407,HỒ CHÍ MINH,3.0,5.5,,,3.75,3.5,,,,,,,10.25
2057410,HỒ CHÍ MINH,3.85,6.75,,,3.0,3.6,,,,,,,10.45
2057419,HỒ CHÍ MINH,3.5,5.75,,,2.85,5.25,,,,,,,11.6
2057426,HỒ CHÍ MINH,4.0,6.25,,,4.1,4.6,,,,,,,12.7
2057446,HỒ CHÍ MINH,4.6,6.5,,,4.0,4.35,,,,,,,12.95
2057447,HỒ CHÍ MINH,2.8,6.5,,,2.6,4.85,,,,,,,10.25
2057451,HỒ CHÍ MINH,3.25,7.0,,,2.55,4.6,,,,,,,10.399999999999999
2057459,HỒ CHÍ MINH,3.85,5.5,,,2.5,5.0,,,,,,,11.35
2057496,HỒ CHÍ MINH,4.6,6.5,,,3.5,5.5,,,,,,,13.6
2057507,HỒ CHÍ MINH,3.25,5.25,,,6.0,6.5,,,,,,,15.75
2057529,HỒ CHÍ MINH,3.85,6.5,,,3.5,5.0,,,,,,,12.35
2057532,HỒ CHÍ MINH,3.85,7.0,,,3.5,4.7,,,,,,,12.05
2057539,HỒ CHÍ MINH,5.1,8.5,,,3.75,6.25,,,,,,,15.1
2057546,HỒ CHÍ MINH,4.0,7.25,,,2.5,3.0,,,,,,,9.5
2057585,HỒ CHÍ MINH,3.5,5.25,,,3.0,2.95,,,,,,,9.45
2057616,HỒ CHÍ MINH,4.35,4.5,,,4.0,5.25,,,,,,,13.6
2057640,HỒ CHÍ MINH,4.0,6.5,,,2.85,5.25,,,,,,,12.1
2057650,HỒ CHÍ MINH,3.0,5.0,,,4.25,4.2,,,,,,,11.45
2057671,HỒ CHÍ MINH,3.25,5.75,,,4.25,5.25,,,,,,,12.75
2057676,HỒ CHÍ MINH,4.75,7.5,,,6.75,5.1,,,,,,,16.6
2057684,HỒ CHÍ MINH,3.1,8.25,,,4.0,4.5,,,,,,,11.6
2057689,HỒ CHÍ MINH,5.0,7.0,,,3.35,3.55,,,,,,,11.899999999999999
2057697,HỒ CHÍ MINH,3.25,8.0,,,2.25,4.0,,,,,,,9.5
2057710,HỒ CHÍ MINH,5.25,8.0,,,4.1,5.0,,,,,,,14.35
2057719,HỒ CHÍ MINH,3.25,6.25,,,2.75,4.1,,,,,,,10.1
2057721,HỒ CHÍ MINH,3.6,7.75,,,3.2,3.35,,,,,,,10.15
2057745,HỒ CHÍ MINH,5.75,7.75,,,4.25,5.35,,,,,,,15.35
2057750,HỒ CHÍ MINH,4.25,6.0,,,2.6,3.85,,,,,,,10.7
2057754,HỒ CHÍ MINH,4.25,7.0,,,4.5,3.6,,,,,,,12.35
2057766,HỒ CHÍ MINH,4.5,6.25,,,4.0,4.25,,,,,,,12.75
2057767,HỒ CHÍ MINH,2.6,2.5,,,4.6,3.2,,,,,,,10.399999999999999
2057769,HỒ CHÍ MINH,5.25,7.0,,,5.75,5.5,,,,,,,16.5
2057796,HỒ CHÍ MINH,4.85,7.5,,,4.6,4.1,,,,,,,13.549999999999999
2057806,HỒ CHÍ MINH,4.5,8.75,,,7.1,6.75,,,,,,,18.35
2057809,HỒ CHÍ MINH,4.5,6.5,,,4.6,4.35,,,,,,,13.45
2057824,HỒ CHÍ MINH,8.0,7.75,,,9.25,7.0,,,,,,,24.25
2057828,HỒ CHÍ MINH,6.0,7.25,,,5.0,6.5,,,,,,,17.5
2057833,HỒ CHÍ MINH,7.0,6.75,,,7.25,5.5,,,,,,,19.75
2057836,HỒ CHÍ MINH,8.0,6.75,,,9.0,7.75,,,,,,,24.75
